subject,opponent,seed,num_rounds,first_round,last_round,per_c,per_C,per_cC,per_cD,per_dC,per_dD,avg_score,avg_net_score
ABNB,TULLnd,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.71356783919598,-0.47738693467336685
ABNB,TULLcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.758793969849246,-0.4020100502512563
ABNB,TULLcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.608040201005025,-0.6532663316582915
ABNB,TULLcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.7889447236180906,-0.35175879396984927
ABNB,TULLcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.698492462311558,-0.5025125628140703
ABNB,TULLcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.71356783919598,-0.47738693467336685
ABNB,TULLxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.758793969849246,-0.4020100502512563
ABNB,TULLxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.608040201005025,-0.6532663316582915
ABNB,TULLxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.7889447236180906,-0.35175879396984927
ABNB,TULLxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.698492462311558,-0.5025125628140703
ABNB,TULLxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.71356783919598,-0.47738693467336685
ABNB,TICH,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICH,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICH,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICH,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICH,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHra,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHra,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHra,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHra,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHra,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHor,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHor,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHor,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHor,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHor,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,TICHcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,TICHxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,FELDhl,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.4271356783919598,-0.9547738693467337
ABNB,FELDhl,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2160804020100504,-1.306532663316583
ABNB,FELDhl,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.4120603015075375,-0.9798994974874372
ABNB,FELDhl,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2613065326633164,-1.2311557788944723
ABNB,FELDhl,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2311557788944723,-1.2814070351758795
ABNB,FELD,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.4271356783919598,-0.9547738693467337
ABNB,FELD,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2160804020100504,-1.306532663316583
ABNB,FELD,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.4120603015075375,-0.9798994974874372
ABNB,FELD,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2613065326633164,-1.2311557788944723
ABNB,FELD,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2311557788944723,-1.2814070351758795
ABNB,FELDcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.5025125628140703,-0.8291457286432161
ABNB,FELDcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.1256281407035176,-1.4572864321608041
ABNB,FELDcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.4271356783919598,-0.9547738693467337
ABNB,FELDcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2160804020100504,-1.306532663316583
ABNB,FELDcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2160804020100504,-1.306532663316583
ABNB,FELDxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.5025125628140703,-0.8291457286432161
ABNB,FELDxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.1256281407035176,-1.4572864321608041
ABNB,FELDxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.4271356783919598,-0.9547738693467337
ABNB,FELDxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2160804020100504,-1.306532663316583
ABNB,FELDxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2160804020100504,-1.306532663316583
ABNB,SHUB,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUB,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUB,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUB,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUB,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,SHUBxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWN,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWN,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWN,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWN,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWN,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWNcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWNxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.01507537688442211,-4.974874371859296
ABNB,DOWRcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,DOWRxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,ANON,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.4271356783919598,-0.9547738693467337
ABNB,ANON,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.201005025125628,-1.3316582914572865
ABNB,ANON,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.442211055276382,-0.9296482412060302
ABNB,ANON,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.170854271356784,-1.3819095477386936
ABNB,ANON,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.170854271356784,-1.3819095477386936
ABNB,ANONcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.7185929648241205,-2.135678391959799
ABNB,ANONcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.3115577889447236,-2.814070351758794
ABNB,ANONcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.5678391959798994,-2.386934673366834
ABNB,ANONcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.5829145728643217,-2.3618090452261304
ABNB,ANONcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.5678391959798994,-2.386934673366834
ABNB,ANONxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.7185929648241205,-2.135678391959799
ABNB,ANONxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.3115577889447236,-2.814070351758794
ABNB,ANONxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.5678391959798994,-2.386934673366834
ABNB,ANONxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.5829145728643217,-2.3618090452261304
ABNB,ANONxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.5678391959798994,-2.386934673366834
ABNB,NYDGcx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGcx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGcx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGcx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGcx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGxx,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGxx,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGxx,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGxx,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,NYDGxx,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,3.0,0.0
ABNB,_d7,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_d7,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_d7,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_d7,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_d7,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_d78,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d78,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d78,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d78,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d78,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d47,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d47,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d47,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d47,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_d47,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_dp15,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.6834170854271355,-0.5276381909547738
ABNB,_dp15,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.487437185929648,-0.8542713567839196
ABNB,_dp15,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.6532663316582914,-0.5778894472361809
ABNB,_dp15,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.5175879396984926,-0.8040201005025126
ABNB,_dp15,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.5025125628140703,-0.8291457286432161
ABNB,_dp30,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.321608040201005,-1.1306532663316582
ABNB,_dp30,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.080402010050251,-1.5326633165829147
ABNB,_dp30,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2311557788944723,-1.2814070351758795
ABNB,_dp30,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.0050251256281406,-1.6582914572864322
ABNB,_dp30,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.9597989949748744,-1.7336683417085428
ABNB,_dp70,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.9949748743718593,-3.341708542713568
ABNB,_dp70,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.7537688442211056,-3.7437185929648242
ABNB,_dp70,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.9346733668341709,-3.442211055276382
ABNB,_dp70,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.8894472361809045,-3.5175879396984926
ABNB,_dp70,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.949748743718593,-3.4170854271356785
ABNB,_l7,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_l7,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_l7,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_l7,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_l7,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.9849246231155777,-0.02512562814070352
ABNB,_l78,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l78,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l78,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l78,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l78,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l47,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l47,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l47,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l47,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_l47,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.969849246231156,-0.05025125628140704
ABNB,_lp15,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.6834170854271355,-0.5276381909547738
ABNB,_lp15,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.487437185929648,-0.8542713567839196
ABNB,_lp15,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.6532663316582914,-0.5778894472361809
ABNB,_lp15,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.5175879396984926,-0.8040201005025126
ABNB,_lp15,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.5025125628140703,-0.8291457286432161
ABNB,_lp30,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.321608040201005,-1.1306532663316582
ABNB,_lp30,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.080402010050251,-1.5326633165829147
ABNB,_lp30,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.2311557788944723,-1.2814070351758795
ABNB,_lp30,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,2.0050251256281406,-1.6582914572864322
ABNB,_lp30,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,1.9597989949748744,-1.7336683417085428
ABNB,_lp70,0,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.9949748743718593,-3.341708542713568
ABNB,_lp70,1,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.7537688442211056,-3.7437185929648242
ABNB,_lp70,2,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.9346733668341709,-3.442211055276382
ABNB,_lp70,3,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.8894472361809045,-3.5175879396984926
ABNB,_lp70,4,200,1,200,0.0,1.0,0.0,0.0,0.995,0.0,0.949748743718593,-3.4170854271356785
GRUD,TIFT,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFT,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFT,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFT,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFT,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTxx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTxx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTxx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTxx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTxx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,FACE,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,FACE,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,FACE,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,FACE,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,FACE,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTcx,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTcx,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTcx,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTcx,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TIFTcx,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TFTT,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TFTT,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TFTT,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TFTT,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,TFTT,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,RAND,0,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,3.28643216080402,2.8391959798994977
GRUD,RAND,1,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,2.8040201005025125,2.236180904522613
GRUD,RAND,2,200,1,200,0.9899497487437185,0.0,0.0,0.985,0.0,0.01,3.030150753768844,2.5376884422110555
GRUD,RAND,3,200,1,200,0.9597989949748744,0.01005025125628145,0.01,0.945,0.0,0.04,2.9899497487437188,2.4623115577889445
GRUD,RAND,4,200,1,200,1.0,0.01005025125628145,0.01,0.985,0.0,0.0,3.0351758793969847,2.512562814070352
GRUD,RANDcx,0,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,3.28643216080402,2.8391959798994977
GRUD,RANDcx,1,200,1,200,1.0,0.01005025125628145,0.01,0.985,0.0,0.0,2.8542713567839195,2.28643216080402
GRUD,RANDcx,2,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,2.9246231155778895,2.386934673366834
GRUD,RANDcx,3,200,1,200,1.0,0.025125628140703515,0.025,0.97,0.0,0.0,2.8844221105527637,2.28643216080402
GRUD,RANDcx,4,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,3.0854271356783918,2.5879396984924625
GRUD,RANDxx,0,200,1,200,0.005025125628140725,0.0,0.0,0.005,0.0,0.99,3.291457286432161,2.864321608040201
GRUD,RANDxx,1,200,1,200,0.01005025125628145,0.005025125628140725,0.005,0.005,0.0,0.985,2.85929648241206,2.3115577889447234
GRUD,RANDxx,2,200,1,200,0.005025125628140725,0.0,0.0,0.005,0.0,0.99,2.92964824120603,2.4120603015075375
GRUD,RANDxx,3,200,1,200,0.025125628140703515,0.02010050251256279,0.02,0.005,0.0,0.97,2.8894472361809047,2.3115577889447234
GRUD,RANDxx,4,200,1,200,0.005025125628140725,0.0,0.0,0.005,0.0,0.99,3.090452261306533,2.613065326633166
GRUD,ALTRxx,0,200,1,200,0.01005025125628145,0.005025125628140725,0.005,0.005,0.0,0.985,3.0,2.487437185929648
GRUD,ALTRxx,1,200,1,200,0.01005025125628145,0.005025125628140725,0.005,0.005,0.0,0.985,3.0,2.487437185929648
GRUD,ALTRxx,2,200,1,200,0.01005025125628145,0.005025125628140725,0.005,0.005,0.0,0.985,3.0,2.487437185929648
GRUD,ALTRxx,3,200,1,200,0.01005025125628145,0.005025125628140725,0.005,0.005,0.0,0.985,3.0,2.487437185929648
GRUD,ALTRxx,4,200,1,200,0.01005025125628145,0.005025125628140725,0.005,0.005,0.0,0.985,3.0,2.487437185929648
GRUD,ALTRcx,0,200,1,200,1.0,0.01005025125628145,0.01,0.985,0.0,0.0,2.9949748743718594,2.4623115577889445
GRUD,ALTRcx,1,200,1,200,1.0,0.01005025125628145,0.01,0.985,0.0,0.0,2.9949748743718594,2.4623115577889445
GRUD,ALTRcx,2,200,1,200,1.0,0.01005025125628145,0.01,0.985,0.0,0.0,2.9949748743718594,2.4623115577889445
GRUD,ALTRcx,3,200,1,200,1.0,0.01005025125628145,0.01,0.985,0.0,0.0,2.9949748743718594,2.4623115577889445
GRUD,ALTRcx,4,200,1,200,1.0,0.01005025125628145,0.01,0.985,0.0,0.0,2.9949748743718594,2.4623115577889445
GRUD,LIAR,0,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,0.9949748743718593,-0.02512562814070352
GRUD,LIAR,1,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,0.9949748743718593,-0.02512562814070352
GRUD,LIAR,2,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,0.9949748743718593,-0.02512562814070352
GRUD,LIAR,3,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,0.9949748743718593,-0.02512562814070352
GRUD,LIAR,4,200,1,200,1.0,0.005025125628140725,0.005,0.99,0.0,0.0,0.9949748743718593,-0.02512562814070352
GRUD,COOP,0,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,COOP,1,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,COOP,2,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,COOP,3,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
GRUD,COOP,4,200,1,200,1.0,1.0,0.995,0.0,0.0,0.0,3.0,0.0
