subject,opponent,seed,num_rounds,first_round,last_round,per_c,per_C,per_cC,per_cD,per_dC,per_dD,avg_score,avg_net_score
_lp15,GRAScx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.8944723618090453,0.1507537688442211
_lp15,GRAScx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.0,0.3015075376884422
_lp15,GRASxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.8944723618090453,0.0
_lp15,GRASxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.9145728643216082,0.17587939698492464
_lp15,GRASxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.8894472361809047,0.02512562814070352
_lp15,GRASxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.8944723618090453,0.1507537688442211
_lp15,GRASxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.0,0.3015075376884422
_lp15,GROF,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7537688442211055,-0.20100502512562815
_lp15,GROF,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.778894472361809,-0.02512562814070352
_lp15,GROF,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.748743718592965,-0.20100502512562815
_lp15,GROF,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.8040201005025125,0.0
_lp15,GROF,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.64321608040201,-0.25125628140703515
_lp15,GROFcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,GROFcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.6683417085427137,-0.20100502512562815
_lp15,GROFcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.628140703517588,-0.4020100502512563
_lp15,GROFcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.899497487437186,0.1507537688442211
_lp15,GROFcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.407035175879397,-0.6532663316582915
_lp15,GROFxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,GROFxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.6683417085427137,-0.20100502512562815
_lp15,GROFxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.628140703517588,-0.4020100502512563
_lp15,GROFxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.899497487437186,0.1507537688442211
_lp15,GROFxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.407035175879397,-0.6532663316582915
_lp15,JOSS,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.6231155778894473,-0.4271356783919598
_lp15,JOSS,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.557788944723618,-0.3768844221105528
_lp15,JOSS,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.6030150753768844,-0.4271356783919598
_lp15,JOSS,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.512562814070352,-0.47738693467336685
_lp15,JOSS,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.457286432160804,-0.5778894472361809
_lp15,JOSSog,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.6180904522613067,-0.4271356783919598
_lp15,JOSSog,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.557788944723618,-0.3768844221105528
_lp15,JOSSog,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.5979899497487438,-0.4271356783919598
_lp15,JOSSog,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.542713567839196,-0.4271356783919598
_lp15,JOSSog,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.391959798994975,-0.678391959798995
_lp15,JOSScx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.6180904522613067,-0.4271356783919598
_lp15,JOSScx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.557788944723618,-0.3768844221105528
_lp15,JOSScx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.5979899497487438,-0.4271356783919598
_lp15,JOSScx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.542713567839196,-0.4271356783919598
_lp15,JOSScx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.391959798994975,-0.678391959798995
_lp15,JOSSxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.6180904522613067,-0.4271356783919598
_lp15,JOSSxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.557788944723618,-0.3768844221105528
_lp15,JOSSxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.5979899497487438,-0.4271356783919598
_lp15,JOSSxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.542713567839196,-0.4271356783919598
_lp15,JOSSxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.391959798994975,-0.678391959798995
_lp15,DAVI,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,0.2613065326633166,-4.221105527638191
_lp15,DAVI,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,0.32663316582914576,-3.8944723618090453
_lp15,DAVI,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,0.2864321608040201,-4.1457286432160805
_lp15,DAVI,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,0.3316582914572864,-3.919597989949749
_lp15,DAVI,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,0.32160804020100503,-3.919597989949749
_lp15,DAVIcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,0.2613065326633166,-4.221105527638191
_lp15,DAVIcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,0.32663316582914576,-3.8944723618090453
_lp15,DAVIcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,0.2864321608040201,-4.1457286432160805
_lp15,DAVIcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,0.3316582914572864,-3.919597989949749
_lp15,DAVIcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,0.32160804020100503,-3.919597989949749
_lp15,DAVIxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,0.2613065326633166,-4.221105527638191
_lp15,DAVIxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,0.32663316582914576,-3.8944723618090453
_lp15,DAVIxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,0.2864321608040201,-4.1457286432160805
_lp15,DAVIxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,0.3316582914572864,-3.919597989949749
_lp15,DAVIxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,0.32160804020100503,-3.919597989949749
_lp15,TULL,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.5175879396984926,-0.6030150753768844
_lp15,TULL,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.6331658291457285,-0.27638190954773867
_lp15,TULL,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.6532663316582914,-0.35175879396984927
_lp15,TULL,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.512562814070352,-0.47738693467336685
_lp15,TULL,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.251256281407035,-0.9296482412060302
_lp15,TULLnd,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.5376884422110555,-0.5527638190954773
_lp15,TULLnd,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.577889447236181,-0.35175879396984927
_lp15,TULLnd,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.5979899497487438,-0.45226130653266333
_lp15,TULLnd,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.472361809045226,-0.5276381909547738
_lp15,TULLnd,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.2110552763819094,-0.9296482412060302
_lp15,TULLcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.4824120603015074,-0.6532663316582915
_lp15,TULLcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.577889447236181,-0.3768844221105528
_lp15,TULLcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.562814070351759,-0.5025125628140703
_lp15,TULLcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.492462311557789,-0.5025125628140703
_lp15,TULLcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.371859296482412,-0.7035175879396985
_lp15,TULLxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.4824120603015074,-0.6532663316582915
_lp15,TULLxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.577889447236181,-0.3768844221105528
_lp15,TULLxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.562814070351759,-0.5025125628140703
_lp15,TULLxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.492462311557789,-0.5025125628140703
_lp15,TULLxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.371859296482412,-0.7035175879396985
_lp15,TICH,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,TICH,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.3266331658291457,-0.7286432160804021
_lp15,TICH,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.678391959798995,-0.32663316582914576
_lp15,TICH,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.3969849246231156,-0.6532663316582915
_lp15,TICH,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.386934673366834,-0.678391959798995
_lp15,TICHra,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,TICHra,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.3266331658291457,-0.7286432160804021
_lp15,TICHra,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.678391959798995,-0.32663316582914576
_lp15,TICHra,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.3969849246231156,-0.6532663316582915
_lp15,TICHra,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.386934673366834,-0.678391959798995
_lp15,TICHor,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,TICHor,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.3266331658291457,-0.7286432160804021
_lp15,TICHor,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.678391959798995,-0.32663316582914576
_lp15,TICHor,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.3969849246231156,-0.6532663316582915
_lp15,TICHor,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.386934673366834,-0.678391959798995
_lp15,TICHcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,TICHcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.522613065326633,-0.45226130653266333
_lp15,TICHcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,TICHcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.442211055276382,-0.5778894472361809
_lp15,TICHcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.487437185929648,-0.5276381909547738
_lp15,TICHxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,TICHxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.522613065326633,-0.45226130653266333
_lp15,TICHxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.7386934673366836,-0.22613065326633167
_lp15,TICHxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.442211055276382,-0.5778894472361809
_lp15,TICHxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.487437185929648,-0.5276381909547738
_lp15,FELDhl,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.2462311557788945,-1.0552763819095476
_lp15,FELDhl,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.1758793969849246,-1.0050251256281406
_lp15,FELDhl,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.1758793969849246,-1.1306532663316582
_lp15,FELDhl,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.221105527638191,-0.9547738693467337
_lp15,FELDhl,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,1.9547738693467336,-1.35678391959799
_lp15,FELD,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.2462311557788945,-1.0552763819095476
_lp15,FELD,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.1758793969849246,-1.0050251256281406
_lp15,FELD,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.1758793969849246,-1.1306532663316582
_lp15,FELD,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.221105527638191,-0.9547738693467337
_lp15,FELD,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,1.9547738693467336,-1.35678391959799
_lp15,FELDcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.1758793969849246,-1.1306532663316582
_lp15,FELDcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.120603015075377,-1.0804020100502512
_lp15,FELDcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.1055276381909547,-1.2311557788944723
_lp15,FELDcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.1608040201005023,-1.0301507537688441
_lp15,FELDcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.090452261306533,-1.1809045226130652
_lp15,FELDxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.1758793969849246,-1.1306532663316582
_lp15,FELDxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.120603015075377,-1.0804020100502512
_lp15,FELDxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.1055276381909547,-1.2311557788944723
_lp15,FELDxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.1608040201005023,-1.0301507537688441
_lp15,FELDxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.090452261306533,-1.1809045226130652
_lp15,SHUB,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,1.9949748743718594,-1.4321608040201006
_lp15,SHUB,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,1.6482412060301508,-1.8090452261306533
_lp15,SHUB,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,1.7085427135678393,-1.8844221105527639
_lp15,SHUB,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,1.8592964824120604,-1.4824120603015076
_lp15,SHUB,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,1.4321608040201006,-2.185929648241206
_lp15,SHUBcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,1.9949748743718594,-1.4321608040201006
_lp15,SHUBcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,1.6482412060301508,-1.8090452261306533
_lp15,SHUBcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,1.7085427135678393,-1.8844221105527639
_lp15,SHUBcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,1.8592964824120604,-1.4824120603015076
_lp15,SHUBcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,1.4321608040201006,-2.185929648241206
_lp15,SHUBxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,1.9949748743718594,-1.4321608040201006
_lp15,SHUBxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,1.6482412060301508,-1.8090452261306533
_lp15,SHUBxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,1.7085427135678393,-1.8844221105527639
_lp15,SHUBxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,1.8592964824120604,-1.4824120603015076
_lp15,SHUBxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,1.4321608040201006,-2.185929648241206
_lp15,DOWN,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,0.34673366834170855,-4.0954773869346734
_lp15,DOWN,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,0.3969849246231156,-3.7939698492462313
_lp15,DOWN,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.2311557788944723,0.5778894472361809
_lp15,DOWN,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,1.9547738693467336,-1.3819095477386936
_lp15,DOWN,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.3165829145728645,0.8040201005025126
_lp15,DOWNcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,0.12060301507537688,-4.447236180904523
_lp15,DOWNcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,0.22110552763819097,-4.0703517587939695
_lp15,DOWNcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,0.1306532663316583,-4.396984924623116
_lp15,DOWNcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,0.17587939698492464,-4.1708542713567835
_lp15,DOWNcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,0.1658291457286432,-4.1708542713567835
_lp15,DOWNxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,0.12060301507537688,-4.447236180904523
_lp15,DOWNxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,0.22110552763819097,-4.0703517587939695
_lp15,DOWNxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,0.1306532663316583,-4.396984924623116
_lp15,DOWNxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,0.17587939698492464,-4.1708542713567835
_lp15,DOWNxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,0.1658291457286432,-4.1708542713567835
_lp15,DOWRcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,3.2110552763819094,0.5276381909547738
_lp15,DOWRcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,3.341708542713568,0.8542713567839196
_lp15,DOWRcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.2311557788944723,0.5778894472361809
_lp15,DOWRcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,3.321608040201005,0.8040201005025126
_lp15,DOWRcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.3316582914572863,0.8291457286432161
_lp15,DOWRxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,3.2110552763819094,0.5276381909547738
_lp15,DOWRxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,3.341708542713568,0.8542713567839196
_lp15,DOWRxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.2311557788944723,0.5778894472361809
_lp15,DOWRxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,3.321608040201005,0.8040201005025126
_lp15,DOWRxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.3316582914572863,0.8291457286432161
_lp15,ANON,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,0.3969849246231156,-3.9949748743718594
_lp15,ANON,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,1.0603015075376885,-2.7386934673366836
_lp15,ANON,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,0.5376884422110553,-3.7437185929648242
_lp15,ANON,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,1.2763819095477387,-2.437185929648241
_lp15,ANON,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,0.7135678391959799,-3.291457286432161
_lp15,ANONcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,1.4924623115577889,-2.2613065326633164
_lp15,ANONcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,1.5778894472361809,-1.9095477386934674
_lp15,ANONcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,1.5778894472361809,-2.0351758793969847
_lp15,ANONcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,1.728643216080402,-1.7085427135678393
_lp15,ANONcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,1.4522613065326633,-2.135678391959799
_lp15,ANONxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,1.4924623115577889,-2.2613065326633164
_lp15,ANONxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,1.5778894472361809,-1.9095477386934674
_lp15,ANONxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,1.5778894472361809,-2.0351758793969847
_lp15,ANONxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,1.728643216080402,-1.7085427135678393
_lp15,ANONxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,1.4522613065326633,-2.135678391959799
_lp15,NYDGcx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,3.2110552763819094,0.5276381909547738
_lp15,NYDGcx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,3.341708542713568,0.8542713567839196
_lp15,NYDGcx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.2311557788944723,0.5778894472361809
_lp15,NYDGcx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,3.321608040201005,0.8040201005025126
_lp15,NYDGcx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.241206030150754,0.678391959798995
_lp15,NYDGxx,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,3.2110552763819094,0.5276381909547738
_lp15,NYDGxx,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,3.341708542713568,0.8542713567839196
_lp15,NYDGxx,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.2311557788944723,0.5778894472361809
_lp15,NYDGxx,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,3.321608040201005,0.8040201005025126
_lp15,NYDGxx,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.241206030150754,0.678391959798995
_lp15,_d7,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,3.1959798994974875,0.5025125628140703
_lp15,_d7,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,3.3266331658291457,0.8291457286432161
_lp15,_d7,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.2160804020100504,0.5527638190954773
_lp15,_d7,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,3.306532663316583,0.7788944723618091
_lp15,_d7,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.3165829145728645,0.8040201005025126
_lp15,_d78,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,3.180904522613065,0.47738693467336685
_lp15,_d78,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,3.3115577889447234,0.8040201005025126
_lp15,_d78,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.201005025125628,0.5276381909547738
_lp15,_d78,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,3.291457286432161,0.7537688442211056
_lp15,_d78,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.301507537688442,0.7788944723618091
_lp15,_d47,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,3.1758793969849246,0.47738693467336685
_lp15,_d47,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,3.3115577889447234,0.8040201005025126
_lp15,_d47,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,3.201005025125628,0.5276381909547738
_lp15,_d47,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,3.291457286432161,0.7537688442211056
_lp15,_d47,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,3.301507537688442,0.7788944723618091
_lp15,_dp15,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.6683417085427137,-0.35175879396984927
_lp15,_dp15,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.909547738693467,0.20100502512562815
_lp15,_dp15,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.7437185929648242,-0.20100502512562815
_lp15,_dp15,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.728643216080402,-0.12562814070351758
_lp15,_dp15,4,200,1,200,1.0,0.8341708542713568,0.83,0.165,0.0,0.0,2.64321608040201,-0.22613065326633167
_lp15,_dp30,0,200,1,200,1.0,0.8944723618090452,0.89,0.105,0.0,0.0,2.221105527638191,-1.0804020100502512
_lp15,_dp30,1,200,1,200,1.0,0.8291457286432161,0.825,0.17,0.0,0.0,2.442211055276382,-0.5276381909547738
_lp15,_dp30,2,200,1,200,1.0,0.8844221105527639,0.88,0.115,0.0,0.0,2.241206030150754,-1.0050251256281406
_lp15,_dp30,3,200,1,200,1.0,0.8391959798994975,0.835,0.16,0.0,0.0,2.3768844221105527,-0.678391959798995
